  1.2000057e+001  3.5219097e-003 -8.1317326e-001 -8.1557584e-001  6.8970992e+000  1.5092275e-004
  1.2999284e+001  4.1683178e-003 -8.1048181e-001 -8.1276919e-001  6.8988022e+000  1.5691917e-004
  1.3998469e+001  8.5649812e-003 -8.0699013e-001 -8.0956399e-001  6.9005999e+000  1.4951157e-004
  1.5000469e+001  9.3318611e-003 -8.0396844e-001 -8.0638927e-001  6.9024358e+000  2.0092455e-004
  1.6000980e+001  8.6277207e-003 -8.0052202e-001 -8.0322035e-001  6.9045475e+000  1.2554442e-004
  1.7000296e+001  7.0982728e-003 -7.9739355e-001 -8.0012303e-001  6.9066759e+000  1.3970897e-004
  1.7999199e+001  6.2103112e-003 -7.9370365e-001 -7.9638049e-001  6.9092844e+000  1.2329669e-004
  1.9998237e+001  6.4969985e-003 -7.8601989e-001 -7.8880122e-001  6.9148011e+000  1.6678429e-004
  2.1999872e+001  9.1379916e-003 -7.7753054e-001 -7.8029529e-001  6.9213786e+000  1.5590949e-004
  2.3999203e+001  1.0365486e-002 -7.6785377e-001 -7.7052101e-001  6.9291732e+000  1.2468714e-004
  2.5997182e+001  4.0355765e-003 -7.5754276e-001 -7.6034688e-001  6.9382469e+000  1.6136568e-004
  2.7999391e+001  2.0031954e-003 -7.4653953e-001 -7.4931323e-001  6.9487316e+000  1.0135985e-004
  3.0000845e+001  1.4824381e-003 -7.3450863e-001 -7.3727627e-001  6.9610518e+000  1.9691958e-004
  3.3004804e+001  8.2029468e-004 -7.1453311e-001 -7.1734991e-001  6.9840873e+000  1.4430589e-004
  3.5992761e+001  3.5898752e-003 -6.9246841e-001 -6.9513996e-001  7.0125639e+000  1.5964456e-004
  3.8996791e+001  2.9562805e-003 -6.6767149e-001 -6.7039107e-001  7.0475993e+000  1.9813603e-004
  4.1999306e+001  5.2814438e-004 -6.4054622e-001 -6.4330469e-001  7.0904757e+000  1.7783502e-004
  4.6000724e+001  1.0537790e-003 -6.0188514e-001 -6.0468259e-001  7.1586618e+000  1.3698268e-004
  5.0000205e+001  1.0611413e-003 -5.6009012e-001 -5.6273155e-001  7.2406962e+000  2.1210943e-004
  5.5001644e+001  8.0851119e-004 -5.0246201e-001 -5.0499861e-001  7.3651193e+000  1.6256138e-004
  6.0001376e+001  9.9134214e-004 -4.3903241e-001 -4.4156265e-001  7.5142195e+000  1.8775811e-004
  6.6000342e+001  7.3307394e-004 -3.5644999e-001 -3.5888263e-001  7.7220253e+000  8.5556289e-005
  7.1999608e+001  5.4913389e-004 -2.6587789e-001 -2.6829998e-001  7.9622087e+000  1.4907024e-004
  7.9999062e+001  6.2507452e-004 -1.3475231e-001 -1.3729201e-001  8.3242269e+000  1.7429805e-004
  8.9998903e+001  2.9605787e-003  4.6801667e-002  4.4284523e-002  8.8393559e+000  1.7983867e-004
  1.0000265e+002  1.0641317e-003  2.4526261e-001  2.4284449e-001  9.4064104e+000  1.3786429e-004
  1.1000255e+002  2.9665380e-004  4.6017167e-001  4.5785311e-001  1.0013824e+001  1.7333589e-004
  1.2000232e+002  5.0710339e-004  6.9166465e-001  6.8967633e-001  1.0654152e+001  1.8062278e-004
  1.3000081e+002  3.6453692e-004  9.3902826e-001  9.3724091e-001  1.1319587e+001  1.6031182e-004
  1.4000155e+002  3.4235617e-004  1.2010674e+000  1.1995098e+000  1.2002578e+001  1.6901536e-004
  1.5000197e+002  4.6282160e-004  1.4765697e+000  1.4753087e+000  1.2696283e+001  1.4835922e-004
  1.6000184e+002  5.4828957e-004  1.7633762e+000  1.7623034e+000  1.3394075e+001  1.8847708e-004
  1.7000234e+002  4.9247911e-004  2.0622782e+000  2.0612590e+000  1.4097061e+001  1.9765647e-004
  1.8000186e+002  3.5768203e-004  2.3737973e+000  2.3729272e+000  1.4806198e+001  1.7753810e-004
  1.9000485e+002  4.9129465e-004  2.6985671e+000  2.6976625e+000  1.5521726e+001  1.1481594e-004
  2.0000294e+002  7.2294950e-004  3.0346242e+000  3.0338825e+000  1.6240171e+001  2.3037435e-004
  2.1500370e+002  5.4517966e-004  3.5565322e+000  3.5556520e+000  1.7316711e+001  1.8009066e-004
  2.3000460e+002  5.3536517e-004  4.0962088e+000  4.0951078e+000  1.8387329e+001  2.5242808e-004
  2.5000486e+002  2.5498297e-004  4.8407281e+000  4.8394378e+000  1.9806034e+001  1.7140139e-004
  2.7000627e+002  5.7432480e-004  5.6134121e+000  5.6117115e+000  2.1220667e+001  1.9332176e-004
  2.9000650e+002  2.9532208e-004  6.4082970e+000  6.4061885e+000  2.2628321e+001  2.1837923e-004
  3.1000697e+002  2.1749729e-004  7.2118127e+000  7.2091951e+000  2.4012716e+001  2.0349536e-004
