172490	1.5
171830	2
169290	3
166100	4
162210	5
157560	6
152940	7
148160	8
144090	9
140450	10
137230	11
134650	12
132100	13
129780	14
127680	15
125650	16
123890	17
121950	18
119970	19
117970	20
115480	21
113040	22
111990	23
111500	24
111180	25
110930	26
110720	27
110530	28
110350	29
110170	30
110010	31
109840	32
109680	33
109520	34
109370	35
109210	36
109060	37
108900	38
108740	39
108580	40
106980	50
105320	60
103640	70
102440	77
101930	80
100170	90
98370	100
93650	125
88630	150
83440	175
78050	200
72540	225
66960	250
61280	275
55530	300
49780	325
44030	350
38280	375
32530	400
26780	425
21040	450
