  3.1500000e+000 -6.4580000e+000
  1.3150000e+001 -6.4410000e+000
  2.3150000e+001 -6.4040000e+000
  3.3150000e+001 -6.3440000e+000
  4.3150000e+001 -6.2620000e+000
  5.3150000e+001 -6.1580000e+000
  6.3150000e+001 -6.0350000e+000
  7.3150000e+001 -5.8910000e+000
  8.3150000e+001 -5.7300000e+000
  9.3150000e+001 -5.5500000e+000
  1.0315000e+002 -5.3540000e+000
  1.1315000e+002 -5.1410000e+000
  1.2315000e+002 -4.9130000e+000
  1.3315000e+002 -4.6690000e+000
  1.4315000e+002 -4.4110000e+000
  1.5315000e+002 -4.1380000e+000
  1.6315000e+002 -3.8520000e+000
  1.7315000e+002 -3.5540000e+000
  1.8315000e+002 -3.2430000e+000
  1.9315000e+002 -2.9200000e+000
  2.0315000e+002 -2.5870000e+000
  2.1315000e+002 -2.2430000e+000
  2.2315000e+002 -1.8890000e+000
  2.3315000e+002 -1.5270000e+000
  2.4315000e+002 -1.1560000e+000
  2.5315000e+002 -7.7800000e-001
  2.6315000e+002 -3.9200000e-001
  2.7315000e+002  0.0000000e+000
  2.8315000e+002  3.9700000e-001
  2.9315000e+002  7.9800000e-001
  3.0315000e+002  1.2030000e+000
  3.1315000e+002  1.6120000e+000
  3.2315000e+002  2.0230000e+000
  3.3315000e+002  2.4360000e+000
  3.4315000e+002  2.8510000e+000
  3.5315000e+002  3.2670000e+000
  3.6315000e+002  3.6820000e+000
  3.7315000e+002  4.0960000e+000
  3.8315000e+002  4.5090000e+000
  3.9315000e+002  4.9200000e+000
  4.0315000e+002  5.3280000e+000
  4.1315000e+002  5.7350000e+000
  4.2315000e+002  6.1380000e+000
  4.3315000e+002  6.5400000e+000
  4.4315000e+002  6.9410000e+000
  4.5315000e+002  7.3400000e+000
  4.6315000e+002  7.7390000e+000
  4.7315000e+002  8.1380000e+000
  4.8315000e+002  8.5390000e+000
  4.9315000e+002  8.9400000e+000
  5.0315000e+002  9.3430000e+000
  5.1315000e+002  9.7470000e+000
  5.2315000e+002  1.0153000e+001
  5.3315000e+002  1.0561000e+001
  5.4315000e+002  1.0971000e+001
  5.5315000e+002  1.1382000e+001
  5.6315000e+002  1.1795000e+001
  5.7315000e+002  1.2209000e+001
  5.8315000e+002  1.2624000e+001
  5.9315000e+002  1.3040000e+001
  6.0315000e+002  1.3457000e+001
  6.1315000e+002  1.3874000e+001
  6.2315000e+002  1.4293000e+001
  6.3315000e+002  1.4713000e+001
  6.4315000e+002  1.5133000e+001
  6.5315000e+002  1.5554000e+001
  6.6315000e+002  1.5975000e+001
  6.7315000e+002  1.6397000e+001
  6.8315000e+002  1.6820000e+001
  6.9315000e+002  1.7243000e+001
  7.0315000e+002  1.7667000e+001
  7.1315000e+002  1.8091000e+001
  7.2315000e+002  1.8516000e+001
  7.3315000e+002  1.8941000e+001
  7.4315000e+002  1.9366000e+001
  7.5315000e+002  1.9792000e+001
  7.6315000e+002  2.0218000e+001
  7.7315000e+002  2.0644000e+001
  7.8315000e+002  2.1071000e+001
  7.9315000e+002  2.1497000e+001
  8.0315000e+002  2.1924000e+001
  8.1315000e+002  2.2350000e+001
  8.2315000e+002  2.2776000e+001
  8.3315000e+002  2.3203000e+001
  8.4315000e+002  2.3629000e+001
  8.5315000e+002  2.4055000e+001
  8.6315000e+002  2.4480000e+001
  8.7315000e+002  2.4905000e+001
  8.8315000e+002  2.5330000e+001
  8.9315000e+002  2.5755000e+001
  9.0315000e+002  2.6179000e+001
  9.1315000e+002  2.6602000e+001
  9.2315000e+002  2.7025000e+001
  9.3315000e+002  2.7447000e+001
  9.4315000e+002  2.7869000e+001
  9.5315000e+002  2.8289000e+001
  9.6315000e+002  2.8710000e+001
  9.7315000e+002  2.9129000e+001
  9.8315000e+002  2.9548000e+001
  9.9315000e+002  2.9965000e+001
  1.0031500e+003  3.0382000e+001
  1.0131500e+003  3.0798000e+001
  1.0231500e+003  3.1213000e+001
  1.0331500e+003  3.1628000e+001
  1.0431500e+003  3.2041000e+001
  1.0531500e+003  3.2453000e+001
  1.0631500e+003  3.2865000e+001
  1.0731500e+003  3.3275000e+001
  1.0831500e+003  3.3685000e+001
  1.0931500e+003  3.4093000e+001
  1.1031500e+003  3.4501000e+001
  1.1131500e+003  3.4908000e+001
  1.1231500e+003  3.5313000e+001
  1.1331500e+003  3.5718000e+001
  1.1431500e+003  3.6121000e+001
  1.1531500e+003  3.6524000e+001
  1.1631500e+003  3.6925000e+001
  1.1731500e+003  3.7326000e+001
  1.1831500e+003  3.7725000e+001
  1.1931500e+003  3.8124000e+001
  1.2031500e+003  3.8522000e+001
  1.2131500e+003  3.8918000e+001
  1.2231500e+003  3.9314000e+001
  1.2331500e+003  3.9708000e+001
  1.2431500e+003  4.0101000e+001
  1.2531500e+003  4.0494000e+001
  1.2631500e+003  4.0885000e+001
  1.2731500e+003  4.1276000e+001
  1.2831500e+003  4.1665000e+001
  1.2931500e+003  4.2053000e+001
  1.3031500e+003  4.2440000e+001
  1.3131500e+003  4.2826000e+001
  1.3231500e+003  4.3211000e+001
  1.3331500e+003  4.3595000e+001
  1.3431500e+003  4.3978000e+001
  1.3531500e+003  4.4359000e+001
  1.3631500e+003  4.4740000e+001
  1.3731500e+003  4.5119000e+001
  1.3831500e+003  4.5497000e+001
  1.3931500e+003  4.5873000e+001
  1.4031500e+003  4.6249000e+001
  1.4131500e+003  4.6623000e+001
  1.4231500e+003  4.6995000e+001
  1.4331500e+003  4.7367000e+001
  1.4431500e+003  4.7737000e+001
  1.4531500e+003  4.8105000e+001
  1.4631500e+003  4.8473000e+001
  1.4731500e+003  4.8838000e+001
  1.4831500e+003  4.9202000e+001
  1.4931500e+003  4.9565000e+001
  1.5031500e+003  4.9926000e+001
  1.5131500e+003  5.0286000e+001
  1.5231500e+003  5.0644000e+001
  1.5331500e+003  5.1000000e+001
  1.5431500e+003  5.1355000e+001
  1.5531500e+003  5.1708000e+001
  1.5631500e+003  5.2060000e+001
  1.5731500e+003  5.2410000e+001
  1.5831500e+003  5.2759000e+001
  1.5931500e+003  5.3106000e+001
  1.6031500e+003  5.3451000e+001
  1.6131500e+003  5.3795000e+001
  1.6231500e+003  5.4138000e+001
  1.6331500e+003  5.4479000e+001
  1.6431500e+003  5.4819000e+001
