  1.2000375e+001  6.3915843e-003 -8.2049711e-001 -8.1439052e-001  7.2626985e+000  7.6048130e-005
  1.2001194e+001  7.1657667e-003 -8.2046142e-001 -8.1424070e-001  7.2626422e+000  6.9087400e-005
  1.3001692e+001  7.5253336e-003 -8.1767775e-001 -8.1162684e-001  7.2662834e+000  5.1407445e-005
  1.3998663e+001  1.0922203e-002 -8.1366438e-001 -8.0903573e-001  7.2692551e+000  5.1448723e-005
  1.5000573e+001  9.9995928e-003 -8.0985353e-001 -8.0635790e-001  7.2729498e+000  5.1921891e-005
  1.5999284e+001  6.4957399e-003 -8.0288763e-001 -8.0316573e-001  7.2766598e+000  4.8856393e-005
  1.7000393e+001  6.6254456e-003 -7.9974152e-001 -8.0011032e-001  7.2809717e+000  4.8695789e-005
  1.7999083e+001  7.0581773e-003 -7.9609753e-001 -7.9641559e-001  7.2860434e+000  7.1324364e-005
  2.0001750e+001  7.3136478e-003 -7.8826912e-001 -7.8859126e-001  7.2968343e+000  6.9752086e-005
  2.2000565e+001  7.8806474e-003 -7.8031632e-001 -7.8040369e-001  7.3094026e+000  4.6321605e-005
  2.3999428e+001  1.1078014e-002 -7.7063436e-001 -7.7085537e-001  7.3240721e+000  9.0620736e-005
  2.6002135e+001  5.1015747e-003 -7.6001472e-001 -7.6012934e-001  7.3409577e+000  5.9635402e-005
  2.7999994e+001  5.2330077e-003 -7.4894905e-001 -7.4912392e-001  7.3595322e+000  7.2626509e-005
  3.0001237e+001  6.5125790e-003 -7.3682349e-001 -7.3705191e-001  7.3811426e+000  1.0502954e-004
  3.2997659e+001  2.5730530e-003 -7.1694235e-001 -7.1704161e-001  7.4190496e+000  6.9460553e-005
  3.6000529e+001  6.0490140e-004 -6.9490102e-001 -6.9527075e-001  7.4643691e+000  7.6156182e-005
  3.9001120e+001  5.7143748e-004 -6.7040604e-001 -6.7080551e-001  7.5190968e+000  5.2075483e-005
  4.2011415e+001  4.8760102e-003 -6.4350931e-001 -6.4387340e-001  7.5844735e+000  1.5349434e-004
  4.6000798e+001  2.3354252e-003 -6.0494774e-001 -6.0544634e-001  7.6839980e+000  5.9128331e-005
  5.0001366e+001  7.4547159e-004 -5.6311801e-001 -5.6384959e-001  7.7994827e+000  6.8479411e-005
  5.4997387e+001  5.3012791e-003 -5.0575849e-001 -5.0655071e-001  7.9673735e+000  1.5214477e-004
  6.0002113e+001  7.5744898e-004 -4.4170981e-001 -4.4263088e-001  8.1612191e+000  7.5249344e-005
  6.6001073e+001  1.2395806e-003 -3.5870881e-001 -3.5998172e-001  8.4210541e+000  5.9599564e-005
  7.2000346e+001  7.3041017e-004 -2.6771515e-001 -2.6904195e-001  8.7119801e+000  8.3601371e-005
  8.0000776e+001  4.3850909e-004 -1.3659706e-001 -1.3829771e-001  9.1348148e+000  8.6201346e-005
  9.0004981e+001  4.7037603e-004  4.3770793e-002  4.1960598e-002  9.7157247e+000  1.3728238e-004
  1.0000163e+002  7.0607568e-004  2.4276371e-001  2.4055480e-001  1.0343726e+001  1.2081444e-004
  1.1000164e+002  4.0573151e-004  4.5821229e-001  4.5555720e-001  1.1003744e+001  1.6849089e-004
  1.2000299e+002  5.2622534e-004  6.9044459e-001  6.8696468e-001  1.1687675e+001  1.5848113e-004
  1.3000200e+002  3.0308787e-004  9.3844083e-001  9.3475846e-001  1.2388993e+001  1.3335548e-004
  1.4000215e+002  4.8684849e-004  1.2014591e+000  1.1976090e+000  1.3099973e+001  9.0090136e-005
  1.5000319e+002  6.9480377e-004  1.4777609e+000  1.4735826e+000  1.3813038e+001  1.3672330e-004
  1.6000355e+002  3.4305027e-004  1.7656914e+000  1.7614640e+000  1.4523380e+001  1.5610396e-004
  1.7000378e+002  4.1581499e-004  2.0655988e+000  2.0613541e+000  1.5231119e+001  1.4533263e-004
  1.8000275e+002  7.5660444e-004  2.3785121e+000  2.3742610e+000  1.5939287e+001  2.1955350e-004
  1.9000411e+002  4.6375924e-004  2.7045221e+000  2.7003963e+000  1.6648546e+001  1.5056347e-004
  2.0000482e+002  7.0105671e-004  3.0422883e+000  3.0383056e+000  1.7356265e+001  1.1366478e-004
  2.1500638e+002  3.4416067e-004  3.5664327e+000  3.5625334e+000  1.8407855e+001  1.3848755e-004
  2.3000603e+002  6.4362729e-004  4.1088047e+000  4.1049863e+000  1.9447070e+001  1.6020644e-004
  2.5000776e+002  4.2352078e-004  4.8565332e+000  4.8530969e+000  2.0815418e+001  1.7123306e-004
  2.7000865e+002  4.5830479e-004  5.6326570e+000  5.6298766e+000  2.2176379e+001  1.1870076e-004
  2.9000817e+002  3.0941587e-004  6.4316789e+000  6.4295012e+000  2.3531761e+001  1.1846957e-004
  3.1001001e+002  9.4234594e-004  7.2374277e+000  7.2363361e+000  2.4867986e+001  1.5441275e-004
